1,1,209.96,247.27,96.11999999999998,50.67999999999998,1,1,1.0
1,2,122.58,332.03,138.06,62.04000000000002,1,1,1.0
1,3,731.61,266.49,74.26999999999998,37.579999999999984,1,1,1.0
2,1,210.04,247.27,96.12000000000003,50.67999999999998,1,1,1.0
2,2,98.13,335.34,139.96,63.80000000000001,1,1,1.0
2,3,717.99,267.54,75.48000000000002,39.66999999999996,1,1,1.0
3,1,210.12,247.27,96.12,50.67999999999998,1,1,1.0
3,2,73.67,338.66,141.87,65.53999999999996,1,1,1.0
3,3,704.37,268.58,76.67999999999995,41.78000000000003,1,1,1.0
4,1,210.2,247.27,96.12,50.67999999999998,1,1,1.0
4,2,49.21,341.97,143.79,67.29999999999995,1,1,1.0
4,3,690.74,269.62,77.88999999999999,43.889999999999986,1,1,1.0
5,1,210.28,247.27,96.10999999999999,50.67999999999998,1,1,1.0
5,2,24.76,345.29,145.69,69.04999999999995,1,1,1.0
5,3,677.12,270.66,79.10000000000002,45.98999999999995,1,1,1.0
6,1,210.36,247.27,96.11000000000001,50.67999999999998,1,1,1.0
6,2,0.3,348.6,147.6,70.81,1,1,1.0
6,3,663.5,271.7,80.29999999999995,48.10000000000002,1,1,1.0
7,1,210.44,247.27,96.11000000000001,50.67999999999998,1,1,1.0
7,2,0.3,352.52,123.8,68.41000000000003,1,1,1.0
7,3,649.08,274.54,81.62,48.099999999999966,1,1,1.0
8,1,210.52,247.27,96.10999999999999,50.67999999999998,1,1,1.0
8,2,0.3,356.45,100.0,66.0,1,1,1.0
8,3,634.67,277.38,82.93000000000006,48.10000000000002,1,1,1.0
9,1,210.6,247.27,96.10999999999999,50.67999999999998,1,1,1.0
9,2,0.3,360.37,76.2,63.610000000000014,1,1,1.0
9,3,620.25,280.22,84.25,48.099999999999966,1,1,1.0
10,1,210.68,247.27,96.11000000000001,50.67999999999998,1,1,1.0
10,2,0.3,364.3,52.400000000000006,61.19999999999999,1,1,1.0
10,3,605.83,283.06,85.56999999999994,48.10000000000002,1,1,1.0
11,1,210.75,247.27,96.12,50.67999999999998,1,1,1.0
11,2,0.3,377.4,26.2,53.30000000000001,1,1,1.0
11,3,589.08,284.37,88.04999999999995,49.85000000000002,1,1,1.0
12,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
12,3,572.33,285.67,90.53999999999996,51.60999999999996,1,1,1.0
13,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
13,3,555.59,286.98,93.00999999999999,53.349999999999966,1,1,1.0
14,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
14,3,538.84,288.29,95.49000000000001,55.099999999999966,1,1,1.0
15,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
15,3,522.09,289.59,97.98000000000002,56.860000000000014,1,1,1.0
16,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
16,3,505.34,290.9,100.45999999999998,58.610000000000014,1,1,1.0
17,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
17,3,487.98,293.53,102.19999999999993,59.690000000000055,1,1,1.0
18,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
18,3,470.61,296.15,103.93999999999994,60.79000000000002,1,1,1.0
19,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
19,3,453.24,298.78,105.68999999999994,61.870000000000005,1,1,1.0
20,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
20,3,435.87,301.4,107.42999999999995,62.960000000000036,1,1,1.0
21,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
21,3,418.5,304.03,109.17999999999995,64.05000000000001,1,1,1.0
22,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
22,3,401.14,306.65,110.90999999999997,65.14000000000004,1,1,1.0
23,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
23,3,383.77,309.28,112.66000000000003,66.22000000000003,1,1,1.0
24,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
24,3,366.4,311.9,114.40000000000003,67.32000000000005,1,1,1.0
25,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
25,3,344.53,316.04,117.89000000000004,68.25,1,1,1.0
26,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
26,3,322.65,320.18,121.39000000000004,69.17000000000002,1,1,1.0
27,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
27,3,300.78,324.31,124.89000000000004,70.11000000000001,1,1,1.0
28,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
28,3,278.9,328.45,128.39000000000004,71.04000000000002,1,1,1.0
29,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
29,3,257.03,332.59,131.88000000000005,71.97000000000003,1,1,1.0
30,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
30,3,235.16,336.73,135.36999999999998,72.89999999999998,1,1,1.0
31,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
31,3,210.61,340.38,138.87,73.82999999999998,1,1,1.0
32,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
32,3,186.07,344.03,142.37,74.76000000000005,1,1,1.0
33,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
33,3,161.53,347.69,145.85999999999999,75.68,1,1,1.0
34,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
34,3,136.98,351.34,149.35999999999999,76.62,1,1,1.0
35,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
35,3,112.44,354.99,152.85000000000002,77.55000000000001,1,1,1.0
36,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
36,3,87.9,358.64,156.34,78.48000000000002,1,1,1.0
37,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
37,3,63.35,362.3,159.85,79.39999999999998,1,1,1.0
38,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
38,3,38.81,365.95,163.34,80.34000000000003,1,1,1.0
39,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
39,3,14.26,369.6,166.84,81.26999999999998,1,1,1.0
40,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
40,3,0.2,375.43,155.70000000000002,84.17000000000002,1,1,1.0
41,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
41,3,0.22,381.27,130.48,81.48000000000002,1,1,1.0
42,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
42,3,0.23,387.1,105.27,78.78999999999996,1,1,1.0
43,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
43,3,0.25,392.93,80.05,76.11000000000001,1,1,1.0
44,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
44,3,0.27,398.77,54.83,73.42000000000002,1,1,1.0
45,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
45,3,0.28,404.6,29.619999999999997,70.73999999999995,1,1,1.0
46,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
47,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
48,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
49,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
50,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
51,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
52,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
52,4,943.07,226.3,16.59999999999991,62.039999999999964,1,1,1.0
53,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
53,4,937.95,226.18,21.74000000000001,63.46999999999997,1,1,1.0
54,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
54,4,932.83,226.06,26.889999999999986,64.89999999999998,1,1,1.0
55,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
55,4,927.71,225.94,32.02999999999997,66.32999999999998,1,1,1.0
56,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
56,4,922.59,225.81,37.16999999999996,67.77999999999997,1,1,1.0
57,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
57,4,917.47,225.69,42.319999999999936,69.20999999999998,1,1,1.0
58,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
58,4,912.35,225.57,47.45999999999992,70.63999999999999,1,1,1.0
59,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
59,4,907.23,225.45,52.60000000000002,72.07,1,1,1.0
60,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
60,4,902.11,225.33,57.75,73.49999999999997,1,1,1.0
61,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
61,4,897.0,225.21,62.879999999999995,74.92999999999998,1,1,1.0
62,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
62,4,891.88,225.09,68.02999999999997,76.35999999999999,1,1,1.0
63,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
63,4,886.76,224.96,73.16999999999996,77.80999999999997,1,1,1.0
64,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
64,4,881.64,224.84,78.31000000000006,79.23999999999998,1,1,1.0
65,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
65,4,876.52,224.72,83.46000000000004,80.66999999999999,1,1,1.0
66,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
66,4,871.4,224.6,88.60000000000002,82.1,1,1,1.0
67,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
67,4,864.41,225.09,95.59000000000003,84.03999999999999,1,1,1.0
68,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
68,4,857.42,225.58,102.58000000000004,85.97,1,1,1.0
69,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
69,4,850.43,226.07,109.57000000000005,87.91000000000003,1,1,1.0
70,1,210.83,247.27,96.11999999999998,50.67999999999998,1,1,1.0
70,4,843.44,226.56,116.55999999999995,89.85000000000002,1,1,1.0
